"OTU","90543_ID2592_1-A-HOBBS-A001-A03_S91_L001_R1_001","90544_ID2592_2-B-HOBBS-A001-B03_S92_L001_R1_001","90545_ID2592_3-C-HOBBS-A001-C03_S93_L001_R1_001","90546_ID2592_4-D-HOBBS-A001-D03_S94_L001_R1_001","90547_ID2592_5-A-RROSE-A001-E03_S95_L001_R1_001","90548_ID2592_6-C-RROSE-1-A001-F03_S96_L001_R1_001","90549_ID2592_7-C-RROSE-2-A001-G03_S97_L001_R1_001","90550_ID2592_8-D-RROSE-A001-H03_S98_L001_R1_001","90551_ID2592_9-A-DENVER-A001-A04_S99_L001_R1_001","90552_ID2592_10-B-DENVER-A001-B04_S100_L001_R1_001","90553_ID2592_11-C-DENVER-A001-C04_S101_L001_R1_001","90554_ID2592_12-D-DENVER-A001-D04_S102_L001_R1_001","90555_ID2592_13-A-KSW2-A001-E04_S103_L001_R1_001","90556_ID2592_14-B-KSW2-A001-F04_S104_L001_R1_001","90557_ID2592_15-C-KSW2-A001-G04_S105_L001_R1_001","90558_ID2592_16-D-KSW2-A001-H04_S106_L001_R1_001","90559_ID2600_1-SB1-A001-A03_S219_L004_R1_001","90560_ID2600_2-SB2-A001-B03_S220_L004_R1_001","90561_ID2600_3-SB3-A001-C03_S221_L004_R1_001","90562_ID2600_4-SB4-A001-D03_S222_L004_R1_001","90563_ID2600_5-SB5-A001-E03_S223_L004_R1_001","90564_ID2600_6-SB6-A001-F03_S224_L004_R1_001","Taxonomic lineage"
"Agrococcus","0.01427","0.00543","0.01055","0.00635","0.027","0.01027","0.01347","0.01306","0.02307","0.01856","0.02514","0.02332","0.0983","0.00731","0.00783","0.03077","0.0139","0.01841","0.1131","0.041","0.02075","0.01526","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agrococcus"
"Agrocybe","0","0","0","0","0","0","0.00016","0","0","0","0","0","0.00021","0.00154","7.0E-5","8.0E-5","0.00035","0","0","0","0","3.0E-5","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Agrocybe"
"Agromyces","0.76913","0.31866","0.4618","0.33514","0.47245","0.21724","0.28001","0.40394","0.44359","0.54496","0.43496","0.48583","0.08619","0.1076","0.13375","0.10664","0.17336","0.21085","0.24856","0.37926","0.22297","0.34724","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces"
"Agropyron","0","7.0E-5","0.00016","0","0","0","0","0","0","0","0","0","0","0.00015","7.0E-5","0","0","0","0","0","0","0","Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Agropyron"
"Agrostis","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Agrostis"
"Ahnfeltia","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0","0","0","Eukaryota;unkn. Eukaryota(d);Florideophyceae;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia"
"Ahniella","0.00078","0.00121","0.00088","0.00114","0.0009","0.00062","0.00056","0.00045","0.00097","0.00111","0.00098","0.00105","0.00084","0.00069","0.00058","0.00042","0.00052","0.00123","0.00078","0.00084","0.00096","0.00057","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella"
"Ajuga","0.02513","0.01214","0.01063","0.01343","0.00368","0.00119","0.00113","0.00681","0.0096","0.01271","0.00098","0.00541","0.00364","0.01815","0.00783","0.0011","0.00929","0.00368","0.00014","0.00244","0.00201","0.00062","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Lamiaceae;Ajuga"
"Akanthomyces","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00061","0","0","0","0","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Akanthomyces"
"Akashiwo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0E-5","Eukaryota;unkn. Eukaryota(d);Dinophyceae;Gymnodiniales;Gymnodiniaceae;Akashiwo"
"Akkermansia","0","0.0002","0.0008","0.00073","8.0E-5","0.00023","0.00081","0","0.00048","0.00019","0.00015","0.00016","0.00014","8.0E-5","0","8.0E-5","0.00035","0","0.00085","0.00092","0.00075","0.00042","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia"
"Alangium","0","0","0","0","0","0","0","0","0.0001","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Cornales;Cornaceae;Alangium"
"Alaria","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;unkn. Eukaryota(d);Phaeophyceae;Laminariales;Alariaceae;Alaria"
"Albifimbria","0","0","0","0","0","0","0","0","0","0","0","0","0.00063","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;Albifimbria"
"Albugo","0.00217","0.00087","0.00032","0.00081","0.00068","0.00034","0.00048","0.00045","0.00087","0.00056","0.00053","0.00024","0.00126","0.00038","0.00058","0.00051","0.00547","0.00736","0.00303","0.00092","0.00365","0.00073","Eukaryota;unkn. Eukaryota(d);Oomycetes;Albuginales;Albuginaceae;Albugo"
"Alcaligenes","0.00016","7.0E-5","8.0E-5","0.00024","0","0.00017","0","0.00011","0.00029","0.00019","0.00015","8.0E-5","0","8.0E-5","0.00015","0.00017","0.00017","0.0002","0.00021","0.00031","4.0E-5","0.00031","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes"
"Alcanivorax","0.00016","0.00154","0.00128","0.00098","0.00068","0.00079","0.00073","0.00123","0.00339","0.00102","0.00166","0.00145","7.0E-5","0.00046","0.00044","0.00034","0.00043","0.00143","0.00078","0.00038","0.00038","0.00014","Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax"
"Alexandrium","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;unkn. Eukaryota(d);Dinophyceae;Gonyaulacales;Gonyaulacaceae;Alexandrium"
"Alfaria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00075","0","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;Alfaria"
"Algoriphagus","0","0","8.0E-5","0.00024","0","6.0E-5","0","0","0.0001","9.0E-5","0","0","0.00014","0","0.00015","8.0E-5","0","0.0002","0.00021","0","8.0E-5","3.0E-5","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus"
"Alicycliphilus","0.01955","0.00644","0.00792","0.01172","0.0063","0.00248","0.00363","0.00357","0.01008","0.00752","0.00566","0.00767","0.01098","0.00677","0.00493","0.00738","0.00521","0.01268","0.01826","0.01481","0.00927","0.00854","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Alicycliphilus"
"Alicyclobacillus","0","0","0","0.00016","8.0E-5","6.0E-5","8.0E-5","0.00011","0","9.0E-5","0.00015","0.00016","0.00014","0","0","8.0E-5","9.0E-5","0","0.00014","0.00015","4.0E-5","0","Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus"
"Alistipes","0.00016","0.00027","0.00024","8.0E-5","0.00015","0.00023","8.0E-5","0.00022","0","0.00019","0.0003","0","7.0E-5","0.00015","0","0.00017","9.0E-5","0.0002","0.00028","8.0E-5","4.0E-5","0.00051","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes"
"Alkalilimnicola","0.00031","0.00034","0.00032","0.00016","0.00015","0.00028","0.00032","0.00033","0.00019","0.00019","0.00045","0.00024","0.00014","8.0E-5","7.0E-5","0","9.0E-5","0","7.0E-5","0.00015","4.0E-5","0.00011","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Alkalilimnicola"
"Alkaliphilus","0","0.00027","8.0E-5","0.00016","0","0","0","0","0.0001","0","0.00083","0.00089","0","0","0","8.0E-5","0","0","0","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Alkaliphilus"
"Alkalitalea","0","7.0E-5","8.0E-5","0","0","6.0E-5","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Alkalitalea"
"Alligator","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Chordata;unkn. Chordata(p);Crocodylia;Alligatoridae;Alligator"
"Allisonella","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Allisonella"
"Allium","0.00016","7.0E-5","0","0","0","0","0","0.00011","0.0001","0","0","0","0","0.00023","0","0","0.00017","0","0","0","0","0","Eukaryota;Streptophyta;Liliopsida;Asparagales;Amaryllidaceae;Allium"
"Alloactinosynnema","0.00589","0.00973","0.01239","0.00993","0.0102","0.02377","0.04316","0.03315","0.01396","0.01234","0.00876","0.01105","0.02043","0.02515","0.04207","0.01195","0.07634","0.03477","0.01749","0.01382","0.02381","0.02671","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Alloactinosynnema"
"Allochromatium","0.00062","0.00087","0.00144","0.00179","0.00128","0.00107","0.00024","0.00089","0.00097","0.00046","0.00121","0.00056","0.00056","0.00069","0.00073","0.00102","0.00026","0.00082","0.00035","0.00069","0.00059","0.00062","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium"
"Alloiococcus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alloiococcus"
"Allokutzneria","0.01101","0.02878","0.02622","0.02246","0.01755","0.03506","0.04526","0.03203","0.0316","0.03832","0.01744","0.0234","0.03736","0.04576","0.06339","0.02577","0.05341","0.04254","0.02658","0.02794","0.04017","0.02567","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Allokutzneria"
"Allopauropus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0","Eukaryota;Arthropoda;Pauropoda;Tetramerocerata;Pauropodidae;Allopauropus"
"Alloprevotella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","6.0E-5","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella"
"Alloteropsis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00015","0","0.00069","0","0","0","0","0","Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Alloteropsis"
"Allovahlkampfia","0","0","0","0","0","0","0","0","0.0001","0","0","0","0","0","0","8.0E-5","0.00017","0","0.00021","8.0E-5","0","0","Eukaryota;unkn. Eukaryota(d);Heterolobosea;Schizopyrenida;Vahlkampfiidae;Allovahlkampfia"
"Alluaudia","0.00341","0.00114","0.0016","0.00138","0.00053","6.0E-5","0","0","0.00019","0.00102","0","0.00024","0.00049","0.00146","0.00065","8.0E-5","0.00078","0","0","8.0E-5","0.00038","0.00011","Eukaryota;Streptophyta;unkn. Streptophyta(p);Caryophyllales;Didiereaceae;Alluaudia"
"Alnus","0.00016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Fagales;Betulaceae;Alnus"
"Alonsoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00052","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Scrophulariaceae;Alonsoa"
"Aloysia","0","0","0","0","0","0","0","0","0.0001","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Verbenaceae;Aloysia"
"Alphabaculovirus","0","0.00013","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002","7.0E-5","0","0","3.0E-5","Viruses;unkn. Viruses(d);unkn. Viruses(d);unkn. Viruses(d);Baculoviridae;Alphabaculovirus"
"Alphacoronavirus","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Viruses;unkn. Viruses(d);unkn. Viruses(d);Nidovirales;Coronaviridae;Alphacoronavirus"
"Alphapartitivirus","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Viruses;unkn. Viruses(d);unkn. Viruses(d);unkn. Viruses(d);Partitiviridae;Alphapartitivirus"
"Alseuosmia","0","0","0","0","0","0","0","0","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Asterales;Alseuosmiaceae;Alseuosmia"
"Altererythrobacter","0.08036","0.04072","0.05605","0.03874","0.0624","0.05081","0.04945","0.05983","0.06621","0.06013","0.04363","0.05156","0.08549","0.07007","0.05353","0.04756","0.10995","0.06913","0.14314","0.09482","0.09815","0.06977","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter"
"Alternaria","0.01536","0.01288","0.01359","0.0092","0.00645","0.00677","0.01275","0.00067","0.04827","0.01049","0.01351","0.0075","0.14902","0.00815","0.00479","0.02306","0.01815","0.00757","0.05035","0.01359","0.16494","0.01159","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria"
"Alteromonas","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00028","0","0.00013","0","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas"
"Althaea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00156","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Malvales;Malvaceae;Althaea"
"Amanita","0","0","0","0","0","6.0E-5","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita"
"Amaranthus","0.00047","0.00013","0.00016","0","0","0","0","0.00022","0","9.0E-5","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Caryophyllales;Amaranthaceae;Amaranthus"
"Amaricoccus","0","0","8.0E-5","0.00024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00014","0","0","8.0E-5","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus"
"Amastigomonas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00015","0","0","0","0","0","0","0","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);unkn. Eukaryota(d);Apusomonadidae;Amastigomonas"
"Amblyopone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00017","0","0","0","0","0","0","Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Amblyopone"
"Amblyseius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00013","0","Eukaryota;Arthropoda;Arachnida;Mesostigmata;Phytoseiidae;Amblyseius"
"Amborella","0.00543","0.00195","0.00232","0.00236","0.0006","0.00028","8.0E-5","0.00123","0.00194","0.00139","0.00015","0.00065","0.0007","0.003","0.00152","0.00034","0.00139","0.00061","0.00014","0.00038","0.00038","0.0002","Eukaryota;Streptophyta;unkn. Streptophyta(p);Amborellales;Amborellaceae;Amborella"
"Amesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00017","0","0","0","0","0","Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Amesia"
"Aminobacter","0.13046","0.21058","0.25049","0.20835","0.12391","0.12956","0.12964","0.15325","0.15849","0.112","0.10455","0.11635","0.02288","0.09814","0.08189","0.03315","0.07113","0.04213","0.02362","0.02458","0.02402","0.0236","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Aminobacter"
"Ammonifex","0","0","8.0E-5","0","0","0","0","0","0","9.0E-5","8.0E-5","0","0","0","0","0","0","0","0","0","0","3.0E-5","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Ammonifex"
"Amoebidium","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","8.0E-5","0","0","0","0","0","3.0E-5","Eukaryota;unkn. Eukaryota(d);Ichthyosporea;Ichthyophonida;Amoebidiaceae;Amoebidium"
"Amoeboaphelidium","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;unkn. Eukaryota(d);Aphelidea;unkn. Aphelidea(c);unkn. Aphelidea(c);Amoeboaphelidium"
"Amoeboradix","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0E-5","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);unkn. Eukaryota(d);Sanchytriaceae;Amoeboradix"
"Amorphotheca","0","0","0","8.0E-5","0","0","0","0","0.0001","9.0E-5","0","8.0E-5","0","0","0","0","0.00017","0","0","0","0","0","Eukaryota;Ascomycota;Leotiomycetes;unkn. Leotiomycetes(c);Myxotrichaceae;Amorphotheca"
"Ampelomyces","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00015","0","0","0","0","0","8.0E-5","0","0","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Ampelomyces"
"Amphibacillus","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0.00011","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Amphibacillus"
"Amphimedon","0","7.0E-5","0","8.0E-5","0","0.00011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0E-5","Eukaryota;Porifera;Demospongiae;Haplosclerida;Niphatidae;Amphimedon"
"Amphinema","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00052","0","0","0","0","0","Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Amphinema"
"Amphiprion","0","0","0","0","0","0","0","0.00011","0","0","0","0","0","0","0","0","0","0.0002","0","0","0","6.0E-5","Eukaryota;Chordata;Actinopteri;unkn. Actinopteri(c);Pomacentridae;Amphiprion"
"Amplimerlinius","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","Eukaryota;Nematoda;Chromadorea;Rhabditida;Merliniidae;Amplimerlinius"
"Amsonia","0.00496","0.00181","0.00208","0.00163","0.00113","0.00011","0","0.00033","0.00116","0.00102","0.00015","0.00032","0.00021","0.002","0.0008","8.0E-5","0","0","0","0.00023","0.00017","6.0E-5","Eukaryota;Streptophyta;unkn. Streptophyta(p);Gentianales;Apocynaceae;Amsonia"
"Amycolatopsis","0.05243","0.0913","0.10777","0.06543","0.09945","0.33071","0.49339","0.20113","0.11855","0.11784","0.07496","0.66584","0.21443","0.88018","1.54889","0.19031","0.48142","0.34931","0.20647","0.39888","0.17194","0.1808","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis"
"Amyelois","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Amyelois"
"Amyloporia","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0.00026","0","7.0E-5","0","0","0","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;unkn. Polyporales(o);Amyloporia"
"Amylostereum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Eukaryota;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Amylostereum"
"Anabaena","0","0.00013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00038","4.0E-5","6.0E-5","Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;Nostocaceae;Anabaena"
"Anabaenopsis","0","0","0","0","0.00015","0","0","0","0","9.0E-5","0","8.0E-5","0","0","0","8.0E-5","0.00017","0","0","0","0","0","Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;Aphanizomenonaceae;Anabaenopsis"
"Anacardium","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Sapindales;Anacardiaceae;Anacardium"
"Anachipteria","0","0","0","0","0","6.0E-5","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Arthropoda;Arachnida;Sarcoptiformes;Achipteriidae;Anachipteria"
"Anaerococcus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","8.0E-5","0","0.00011","Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus"
"Anaeroglobus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0E-5","Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Anaeroglobus"
"Anaerolinea","0","7.0E-5","0","0","0.00015","0.00011","0","0","0","9.0E-5","0","8.0E-5","0","0","0","8.0E-5","0","0.0002","0.00021","0","0.00038","8.0E-5","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea"
"Anaeromyxobacter","0.01117","0.00604","0.00784","0.00708","0.0096","0.01112","0.01121","0.00725","0.00717","0.00622","0.01321","0.01452","0.00826","0.00631","0.005","0.01424","0.01251","0.01841","0.04626","0.01305","0.01325","0.01591","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter"
"Anaerotruncus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002","0","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus"
"Aname","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0","0","0","Eukaryota;Arthropoda;Arachnida;Araneae;Nemesiidae;Aname"
"Ananas","0","7.0E-5","8.0E-5","8.0E-5","8.0E-5","6.0E-5","8.0E-5","0.00011","0","9.0E-5","0","0","0","0.00015","7.0E-5","0","0","0","0","0","0","3.0E-5","Eukaryota;Streptophyta;Liliopsida;Poales;Bromeliaceae;Ananas"
"Anaplasma","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma"
"Anastrepha","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Arthropoda;Insecta;Diptera;Tephritidae;Anastrepha"
"Ancoracysta","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0","0","0","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);unkn. Eukaryota(d);unkn. Eukaryota(d);Ancoracysta"
"Ancylobacter","0","0.00013","0","8.0E-5","0","6.0E-5","0","0","0","0","0.00015","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Ancylobacter"
"Ancyromonas","0","0","0","0","0","0","0","0.00011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);unkn. Eukaryota(d);Ancyromonadidae;Ancyromonas"
"Anderseniella","0.00016","0.00094","0.00048","0.00106","0.00015","0.00107","0.00056","0.00067","0.00039","0.00019","0.00106","0.00032","0.00021","0.00023","0.00029","8.0E-5","0.00026","0","0.00014","0.00015","0.00017","0.00014","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Anderseniella"
"Andraca","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Arthropoda;Insecta;Lepidoptera;Bombycidae;Andraca"
"Andrographis","0","0","0","0","0","0","0","0","0.00019","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Acanthaceae;Andrographis"
"Andromedavirus","0","7.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Viruses;unkn. Viruses(d);unkn. Viruses(d);Caudovirales;Siphoviridae;Andromedavirus"
"Anemone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00061","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Ranunculales;Ranunculaceae;Anemone"
"Anemopaegma","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Bignoniaceae;Anemopaegma"
